ShipmentID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_id,Delivery_start,Delivery_end
4504,B,Road,3,5,174,medium,F,7,4608,0,427,2022-03-22,2022-04-02
4505,C,Road,6,2,263,low,F,4,4591,1,253,2022-02-05,2022-02-06
4506,F,Road,4,4,142,high,F,7,5425,1,32,2022-08-21,2022-09-08
4507,D,Road,3,3,183,low,M,2,4363,0,256,2022-06-28,2022-07-18
4508,F,Road,6,1,174,medium,F,1,5784,1,85,2022-08-05,2022-08-26
4509,A,Road,4,1,140,low,M,4,5210,1,128,2022-01-27,2022-02-27
4510,B,Road,6,5,154,high,M,7,4359,1,230,2022-03-17,2022-03-22
4511,C,Road,4,2,108,medium,M,5,4645,0,219,2022-09-09,2022-10-19
4512,F,Road,5,2,198,low,F,8,4680,0,161,2022-02-18,2022-03-20
4513,D,Road,4,2,266,high,M,5,4831,1,488,2022-02-04,2022-03-05
4514,F,Road,4,4,197,low,M,8,4793,0,327,2022-02-06,2022-02-15
4515,A,Road,3,1,219,low,F,1,4122,1,38,2022-03-06,2022-03-21
4516,B,Road,2,4,255,low,F,9,5224,1,424,2022-09-07,2022-09-24
4517,C,Flight,3,1,255,low,F,3,4477,0,139,2022-07-05,2022-07-25
4518,F,Flight,5,4,219,low,F,8,4540,0,41,2022-12-06,2022-12-16
4519,D,Flight,4,4,244,medium,F,7,5543,1,172,2022-10-19,2022-11-02
4520,F,Flight,5,5,132,low,M,3,4263,0,271,2022-08-23,2022-10-05
4521,A,Flight,4,4,223,low,M,3,5613,0,282,2022-03-11,2022-04-14
4522,B,Flight,3,3,260,low,M,8,5595,1,111,2022-11-21,2022-12-18
4523,C,Flight,3,1,269,medium,M,6,5703,1,434,2022-02-23,2022-04-04
4524,F,Flight,3,1,170,low,M,3,4454,1,372,2022-05-17,2022-05-27
4525,D,Flight,2,4,170,low,M,10,5448,0,252,2022-06-09,2022-06-15
4526,F,Flight,4,5,173,medium,F,5,4776,1,484,2022-12-02,2023-01-12
4527,A,Flight,4,1,148,medium,M,5,4851,1,407,2022-08-30,2022-10-14
4528,B,Flight,3,1,174,medium,F,4,4910,1,124,2022-02-24,2022-04-04
4529,C,Flight,6,1,263,low,M,10,5826,0,485,2022-05-21,2022-05-26
4530,F,Flight,4,5,142,high,F,5,4147,1,136,2022-12-09,2023-01-02
4531,D,Flight,3,3,183,low,M,4,5322,0,196,2022-07-14,2022-08-11
4532,F,Flight,6,1,174,medium,M,7,4287,0,397,2022-09-28,2022-10-31
4533,A,Flight,4,5,140,low,F,7,5383,0,160,2022-10-23,2022-12-03
4534,B,Flight,6,3,154,high,M,7,4732,0,39,2022-02-23,2022-03-11
4535,C,Flight,4,5,108,medium,F,7,5928,1,243,2022-02-22,2022-04-07
4536,F,Flight,5,3,198,low,F,6,5061,1,189,2022-09-04,2022-10-15
4537,D,Flight,4,2,266,high,M,1,5532,1,21,2022-06-07,2022-06-25
4538,F,Flight,4,3,197,low,F,8,4209,1,293,2022-12-23,2023-02-04
4539,A,Ship,3,1,219,low,M,2,5334,0,39,2022-04-11,2022-05-17
4540,B,Ship,2,4,255,low,M,10,5875,0,207,2022-05-16,2022-06-16
4541,C,Ship,3,2,255,low,F,3,5936,0,24,2022-03-12,2022-03-18
4542,F,Ship,6,2,247,low,F,3,1752,0,186,2022-06-21,2022-07-27
4543,D,Ship,5,1,275,medium,F,6,1569,0,55,2022-01-26,2022-02-01
4544,F,Ship,6,5,291,low,M,3,1102,1,435,2022-12-15,2023-01-05
4545,A,Ship,6,4,265,low,F,9,1511,0,110,2022-01-05,2022-02-01
4546,B,Ship,7,1,250,medium,M,8,1776,0,310,2022-02-01,2022-02-25
4547,C,Ship,7,1,291,low,F,9,1880,1,129,2022-12-04,2023-01-16
4548,F,Ship,6,4,255,low,F,3,1569,1,53,2022-07-04,2022-08-10
4549,D,Ship,6,5,290,medium,F,3,1463,1,322,2022-09-13,2022-09-24
4550,F,Ship,5,5,276,low,F,7,1742,0,275,2022-06-29,2022-07-23
4551,A,Ship,4,3,149,medium,F,1,1448,1,415,2022-04-09,2022-04-12
4552,B,Ship,6,2,310,medium,F,5,1791,1,18,2022-08-06,2022-08-16
4553,C,Ship,7,5,273,low,F,7,1364,0,63,2022-09-16,2022-09-24
4554,F,Ship,6,3,244,low,F,5,1668,1,62,2022-08-27,2022-10-11
4555,D,Ship,6,4,275,low,F,4,1192,1,222,2022-05-28,2022-06-17
4556,F,Ship,7,2,308,low,F,7,1176,0,402,2022-07-11,2022-08-23
4557,A,Ship,6,5,264,low,M,6,1005,0,5,2022-07-08,2022-07-11
4558,B,Ship,6,2,256,medium,F,2,1449,1,245,2022-12-12,2023-01-19
4559,C,Ship,5,1,252,medium,M,4,1837,0,69,2022-04-23,2022-05-12
4560,F,Ship,6,2,244,low,F,4,1245,1,200,2022-06-04,2022-07-06
4561,D,Ship,6,1,280,medium,M,5,1431,0,341,2022-02-02,2022-02-26
4562,F,Ship,5,3,227,low,F,10,1317,1,94,2022-02-08,2022-03-12
4563,A,Ship,6,4,272,low,F,7,1706,1,383,2022-01-22,2022-02-20
4564,B,Ship,6,2,274,medium,M,8,1626,1,410,2022-11-28,2022-12-28
4565,C,Ship,6,3,310,low,F,2,1817,0,106,2022-06-03,2022-07-14
4566,F,Ship,6,2,282,medium,M,5,1818,1,218,2022-05-26,2022-06-29
4567,D,Ship,6,1,247,medium,F,10,1783,0,280,2022-04-27,2022-05-26
4568,F,Ship,4,2,262,low,M,2,5311,0,220,2022-07-13,2022-08-23
4569,A,Ship,3,3,213,medium,M,7,4133,0,240,2022-03-12,2022-03-27
4570,B,Ship,4,5,136,medium,M,7,4817,1,148,2022-03-06,2022-03-25
4571,C,Ship,3,5,134,low,F,4,5291,0,422,2022-01-13,2022-02-18
4572,F,Ship,2,2,171,medium,F,6,5105,0,460,2022-03-28,2022-04-02
4573,D,Ship,3,2,182,low,M,10,4391,1,37,2022-12-07,2023-01-01
4574,F,Ship,4,4,185,medium,M,9,4469,0,265,2022-06-02,2022-06-23
4575,A,Ship,4,2,271,medium,F,4,5902,0,255,2022-10-03,2022-10-11
4576,B,Ship,4,1,166,low,F,1,5463,1,216,2022-12-20,2023-01-16
4577,C,Ship,4,2,196,low,M,4,5852,0,301,2022-02-20,2022-02-24
4578,F,Ship,4,4,157,low,M,6,4175,0,393,2022-11-15,2022-12-29
4579,D,Ship,4,4,218,low,M,4,4104,1,303,2022-05-09,2022-05-31
4580,F,Ship,4,3,142,medium,F,6,5930,0,406,2022-12-07,2022-12-22
4581,A,Ship,3,1,237,low,M,9,4626,1,483,2022-01-18,2022-02-08
4582,B,Ship,6,3,213,low,F,2,5349,0,253,2022-07-06,2022-08-10
4583,C,Ship,5,1,241,medium,F,3,5391,1,79,2022-09-05,2022-10-07
4584,F,Ship,2,2,170,high,F,7,4284,1,246,2022-01-19,2022-01-30
4585,D,Ship,3,1,156,medium,M,9,4278,0,22,2022-02-09,2022-03-02
4586,F,Ship,3,4,228,medium,F,8,5419,0,439,2022-05-27,2022-07-10
4587,A,Ship,3,1,145,high,F,10,4364,0,361,2022-01-09,2022-02-02
4588,B,Ship,4,1,145,low,M,3,5618,1,476,2022-03-12,2022-04-25
4589,C,Ship,3,4,166,medium,F,8,4369,1,15,2022-01-23,2022-02-25
4590,F,Ship,5,5,106,medium,F,4,4410,1,458,2022-04-15,2022-05-20
4591,D,Ship,5,3,210,high,F,4,4819,0,242,2022-09-07,2022-09-09
4592,F,Ship,2,1,235,medium,F,6,4411,1,484,2022-05-31,2022-07-13
4593,A,Ship,4,2,142,medium,F,5,4062,0,429,2022-10-12,2022-11-24
4594,B,Ship,3,4,271,low,F,9,4889,1,142,2022-11-10,2022-11-25
4595,C,Ship,4,5,245,medium,F,2,5439,1,447,2022-07-07,2022-08-08
4596,F,Ship,4,2,192,medium,F,2,5503,0,354,2022-11-07,2022-12-16
4597,D,Ship,5,4,270,medium,M,9,4992,1,245,2022-11-18,2022-12-21
4598,F,Ship,4,4,197,low,F,7,5099,0,325,2022-02-15,2022-03-14
4599,A,Ship,2,1,255,medium,F,1,5929,0,230,2022-03-09,2022-03-13
4600,B,Ship,5,3,223,medium,F,9,5735,0,140,2022-11-25,2022-12-13
4601,C,Ship,3,5,256,low,M,7,4366,1,138,2022-04-20,2022-05-13
4602,F,Ship,4,2,229,low,M,9,5026,0,454,2022-01-08,2022-02-20
4603,D,Ship,3,3,233,low,F,5,4976,1,248,2022-07-16,2022-08-14
4604,F,Ship,3,4,164,medium,F,4,5567,1,150,2022-11-08,2022-12-05
4605,A,Ship,3,1,171,medium,F,6,5704,1,185,2022-01-16,2022-02-11
4606,B,Ship,5,2,178,low,F,5,5167,0,189,2022-05-03,2022-05-12
4607,C,Ship,3,1,233,high,M,1,5073,1,178,2022-02-22,2022-03-11
4608,F,Ship,3,1,232,medium,F,2,5104,1,420,2022-04-17,2022-05-29
4609,D,Ship,4,2,236,low,F,1,4076,0,209,2022-11-08,2022-11-13
4610,F,Ship,3,2,197,medium,F,3,4491,0,185,2022-10-17,2022-10-28
4611,A,Ship,3,3,152,low,M,6,5749,1,444,2022-07-12,2022-07-19
4612,B,Ship,3,4,219,medium,M,7,4883,1,229,2022-09-25,2022-10-22
4613,C,Ship,4,2,205,low,F,10,5580,0,301,2022-01-16,2022-02-26
4614,F,Ship,3,2,142,low,M,7,4082,0,468,2022-08-26,2022-10-07
4615,D,Ship,6,4,112,medium,F,9,4005,1,262,2022-05-17,2022-06-18
4616,F,Ship,2,2,254,low,F,8,5827,0,367,2022-08-02,2022-08-15
4617,A,Ship,4,3,256,high,F,1,4323,0,15,2022-07-20,2022-08-30
4618,B,Ship,4,4,168,medium,F,4,4676,0,89,2022-05-20,2022-06-07
4619,C,Ship,3,4,171,low,F,5,5872,0,142,2022-08-09,2022-08-16
4620,F,Ship,6,5,215,medium,M,5,5409,1,291,2022-05-23,2022-06-09
4621,D,Ship,3,3,169,low,F,9,4317,1,371,2022-10-16,2022-11-14
4622,F,Ship,3,3,149,medium,F,3,5944,1,489,2022-02-11,2022-02-24
4623,A,Ship,4,1,223,low,F,9,4832,0,334,2022-08-30,2022-10-01
4624,B,Ship,5,3,224,low,M,6,5962,1,294,2022-07-24,2022-08-19
4625,C,Ship,2,5,186,medium,M,10,4506,0,383,2022-06-15,2022-07-25
4626,F,Ship,4,4,184,medium,F,2,5381,0,23,2022-11-07,2022-11-25
4627,D,Ship,3,1,152,low,F,3,5839,1,223,2022-05-12,2022-06-26
4628,F,Ship,5,3,249,low,F,9,4568,0,384,2022-02-13,2022-03-18
4629,A,Ship,3,3,173,medium,F,10,5840,0,172,2022-10-28,2022-11-02
4630,B,Ship,5,5,167,medium,M,2,5908,0,441,2022-09-16,2022-09-22
4631,C,Ship,5,2,230,medium,M,9,4483,0,4,2022-07-20,2022-07-23
4632,F,Road,5,3,237,low,F,8,5131,0,43,2022-11-23,2022-12-04
4633,D,Road,3,4,202,high,M,5,4632,0,94,2022-10-15,2022-11-11
4634,F,Road,4,3,134,low,M,3,5233,0,115,2022-03-09,2022-03-16
4635,A,Road,5,3,263,medium,F,2,4688,0,499,2022-02-18,2022-02-20
4636,B,Road,5,2,272,low,F,1,5412,0,452,2022-05-29,2022-07-09
4637,C,Road,4,2,231,low,M,8,5227,0,197,2022-07-17,2022-07-18
4638,F,Road,3,4,190,medium,F,7,5963,1,402,2022-09-01,2022-10-16
4639,D,Road,5,4,223,low,M,5,4424,1,194,2022-11-01,2022-12-03
4640,F,Road,5,1,257,medium,F,5,4355,0,156,2022-02-07,2022-02-24
4641,A,Road,4,4,184,medium,M,2,4639,0,455,2022-10-07,2022-11-05
4642,B,Road,3,5,193,medium,M,1,5810,1,479,2022-10-18,2022-11-15
4643,C,Road,4,3,204,low,F,7,4717,1,57,2022-03-06,2022-04-08
4644,F,Road,3,2,236,medium,M,8,5783,0,297,2022-04-20,2022-06-03
4645,D,Road,5,3,222,medium,M,3,4460,1,226,2022-02-25,2022-03-01
4646,F,Road,4,1,140,medium,M,6,4001,1,209,2022-03-11,2022-03-21
4647,A,Road,3,1,204,high,F,9,5093,0,304,2022-09-11,2022-09-13
4648,B,Road,3,2,271,medium,M,6,5280,1,257,2022-09-13,2022-10-16
4649,C,Road,3,1,108,medium,F,7,4024,0,205,2022-01-18,2022-02-02
4650,F,Road,4,1,206,low,F,4,4745,0,81,2022-12-11,2023-01-03
4651,D,Road,3,2,180,high,F,8,4408,0,206,2022-06-29,2022-07-12
4652,F,Road,3,2,193,low,F,7,5224,0,53,2022-12-13,2022-12-19
4653,A,Road,5,1,238,medium,M,10,4668,0,473,2022-07-11,2022-07-24
4654,B,Flight,5,3,234,low,F,6,4632,0,390,2022-08-19,2022-09-21
4655,C,Flight,2,5,271,low,F,5,5164,1,474,2022-11-11,2022-11-22
4656,F,Flight,5,2,102,medium,F,3,4784,0,71,2022-02-15,2022-03-05
4657,D,Flight,3,1,185,medium,M,7,5474,1,482,2022-05-25,2022-06-11
4658,F,Flight,4,1,273,high,F,10,5832,1,319,2022-11-16,2022-11-24
4659,A,Flight,6,3,233,low,F,9,4814,0,86,2022-01-23,2022-02-23
4660,B,Flight,5,3,191,medium,M,7,5783,1,480,2022-09-07,2022-10-11
4661,C,Flight,4,4,239,medium,M,4,4304,1,430,2022-06-24,2022-07-26
4662,F,Flight,3,3,270,low,M,7,4152,0,389,2022-02-02,2022-03-07
4663,D,Flight,5,2,279,low,F,8,4418,1,197,2022-07-19,2022-08-04
4664,F,Flight,5,1,233,high,M,2,4615,1,118,2022-03-14,2022-03-22
4665,A,Flight,3,3,178,high,M,3,4154,1,252,2022-06-20,2022-07-07
4666,B,Flight,3,4,184,medium,M,2,4052,0,433,2022-10-22,2022-11-17
4667,C,Flight,3,5,202,low,M,2,5208,0,240,2022-01-25,2022-02-23
4668,F,Flight,3,3,149,medium,M,3,4527,0,431,2022-09-22,2022-10-19
4669,D,Flight,5,2,133,high,F,2,4556,0,72,2022-07-25,2022-08-15
4670,F,Flight,4,4,224,low,F,9,4902,1,146,2022-10-29,2022-11-03
4671,A,Flight,4,2,252,medium,F,6,5414,0,274,2022-02-22,2022-03-22
4672,B,Flight,4,3,208,medium,M,6,4276,1,325,2022-09-02,2022-09-17
4673,C,Flight,5,3,256,low,M,3,4456,0,375,2022-12-24,2023-01-14
4674,F,Flight,3,5,206,medium,M,10,4321,1,485,2022-12-02,2023-01-05
4675,D,Flight,2,1,177,low,F,5,4358,0,32,2022-07-17,2022-08-21
4676,F,Ship,4,4,269,medium,F,3,5032,1,260,2022-04-23,2022-04-26
4677,A,Ship,3,5,216,high,F,2,4242,0,45,2022-02-11,2022-03-11
4678,B,Ship,3,2,221,high,F,7,5477,0,484,2022-09-06,2022-10-04
4679,C,Ship,5,4,210,medium,F,6,5102,0,40,2022-09-04,2022-09-30
4680,F,Ship,4,5,205,medium,F,9,4411,0,179,2022-09-22,2022-10-11
4681,D,Ship,3,3,237,low,F,7,4062,0,156,2022-01-23,2022-02-05
4682,F,Ship,5,4,139,medium,F,2,4217,1,420,2022-05-30,2022-07-11
4683,A,Ship,4,4,163,low,M,3,4185,1,407,2022-06-25,2022-06-28
4684,B,Ship,4,4,171,low,M,4,4962,0,395,2022-12-28,2023-01-10
4685,C,Ship,4,3,261,low,F,9,5994,1,290,2022-03-07,2022-03-30
4686,F,Ship,4,3,195,low,M,8,4576,0,417,2022-12-04,2022-12-06
4687,D,Ship,4,2,190,high,M,5,4139,1,126,2022-11-06,2022-12-10
4688,F,Ship,5,5,236,high,M,4,5724,1,453,2022-02-25,2022-04-08
4689,A,Ship,3,4,254,medium,M,6,5716,0,335,2022-08-17,2022-09-10
4690,B,Ship,3,3,157,medium,M,10,4877,0,337,2022-12-13,2023-01-06
4691,C,Ship,3,1,245,medium,F,1,5325,0,48,2022-11-15,2022-12-25
4692,F,Ship,4,1,144,medium,M,8,4303,0,378,2022-10-19,2022-10-27
4693,D,Ship,5,3,217,low,M,3,5718,1,113,2022-12-24,2023-01-16
4694,F,Ship,3,3,249,low,F,2,5078,0,358,2022-10-06,2022-10-30
4695,A,Ship,3,2,176,low,F,2,5083,0,72,2022-07-24,2022-08-22
4696,B,Ship,3,1,230,low,F,1,4970,1,373,2022-04-21,2022-06-04
4697,C,Ship,3,5,204,medium,F,5,4504,1,230,2022-03-29,2022-04-08
4698,F,Ship,4,4,266,low,F,5,5601,0,80,2022-04-29,2022-05-27
4699,D,Ship,4,3,213,low,F,2,5722,0,431,2022-11-04,2022-11-28
4700,F,Ship,3,4,147,low,F,8,5525,0,428,2022-05-28,2022-06-03
4701,A,Ship,3,1,201,low,F,3,4556,1,90,2022-01-31,2022-02-25
4702,B,Ship,2,4,248,low,F,5,5441,0,32,2022-02-15,2022-02-28
4703,C,Ship,4,3,167,medium,M,5,5791,0,298,2022-05-20,2022-06-21
4704,F,Ship,3,4,232,low,M,10,5678,0,60,2022-04-26,2022-06-09
4705,D,Ship,5,3,163,medium,M,9,4419,1,453,2022-04-29,2022-05-09
4706,F,Ship,4,4,201,medium,M,3,5901,1,388,2022-02-10,2022-03-01
4707,A,Ship,4,5,252,low,F,9,4157,0,381,2022-04-16,2022-05-13
4708,B,Ship,3,1,146,low,F,10,4583,0,300,2022-12-22,2023-01-15
4709,C,Ship,5,1,160,medium,M,3,5839,0,498,2022-08-05,2022-08-09
4710,F,Ship,5,2,167,low,M,10,4325,0,312,2022-08-24,2022-09-10
4711,D,Ship,4,2,224,medium,F,8,4781,1,169,2022-02-17,2022-03-10
4712,F,Ship,4,2,239,medium,F,5,5978,0,311,2022-11-07,2022-12-19
4713,A,Ship,4,1,151,low,M,7,4387,0,288,2022-01-01,2022-01-27
4714,B,Ship,4,5,264,low,F,10,5972,0,58,2022-08-19,2022-09-24
4715,C,Ship,4,2,242,medium,M,8,4644,1,105,2022-04-12,2022-05-27
4716,F,Ship,3,3,204,high,M,9,4712,0,41,2022-01-28,2022-03-10
4717,D,Ship,3,5,260,medium,M,1,5970,0,79,2022-02-04,2022-02-27
4718,F,Ship,3,2,279,medium,F,6,4560,0,153,2022-11-14,2022-12-05
4719,A,Ship,3,4,225,low,F,8,5209,0,114,2022-12-27,2023-01-04
4720,B,Ship,3,5,190,low,M,9,4468,0,246,2022-03-01,2022-03-21
4721,C,Ship,4,2,152,low,M,7,5026,0,400,2022-02-27,2022-04-04
4722,F,Ship,3,2,201,medium,M,7,4723,1,146,2022-09-20,2022-10-20
4723,D,Ship,3,2,191,medium,M,7,5357,0,294,2022-05-24,2022-06-11
4724,F,Ship,4,3,140,low,M,1,4453,0,473,2022-09-30,2022-10-30
4725,A,Ship,5,3,199,medium,F,8,5362,0,387,2022-04-11,2022-05-05
4726,B,Ship,4,1,194,medium,F,6,5282,0,185,2022-09-03,2022-09-08
4727,C,Ship,4,2,273,low,F,5,5608,1,486,2022-04-28,2022-05-24
4728,F,Ship,4,5,259,medium,F,4,4092,1,96,2022-04-29,2022-05-06
4729,D,Ship,4,3,180,medium,M,5,4038,1,382,2022-09-28,2022-11-12
4730,F,Ship,5,3,251,low,M,9,4458,0,143,2022-08-13,2022-08-22
4731,A,Ship,5,1,269,low,F,5,5031,0,146,2022-06-29,2022-08-11
4732,B,Ship,6,3,274,medium,F,2,4281,0,179,2022-07-28,2022-08-08
4733,C,Ship,5,5,250,medium,M,10,5475,1,498,2022-05-01,2022-05-22
4734,F,Ship,3,5,265,medium,F,8,5980,0,308,2022-07-08,2022-07-11
4735,D,Ship,4,3,169,medium,F,6,5106,1,164,2022-11-07,2022-12-13
4736,F,Ship,3,4,211,high,M,8,5191,1,90,2022-01-07,2022-02-03
4737,A,Ship,4,4,245,low,M,6,5772,0,421,2022-07-10,2022-07-31
4738,B,Ship,4,1,188,low,M,6,5894,1,349,2022-11-17,2022-12-04
4739,C,Ship,3,5,244,medium,F,10,4064,1,392,2022-07-11,2022-07-19
4740,F,Ship,3,5,233,medium,F,7,5787,0,360,2022-05-23,2022-06-09
4741,D,Ship,3,1,144,medium,F,6,4163,0,369,2022-02-15,2022-03-27
4742,F,Ship,3,5,221,low,F,6,5289,0,357,2022-09-25,2022-10-25
4743,A,Ship,3,5,267,high,M,2,5062,1,361,2022-06-09,2022-07-18
4744,B,Ship,3,1,211,high,F,7,5178,0,182,2022-02-27,2022-03-19
4745,C,Ship,4,1,205,low,F,10,4923,0,217,2022-04-03,2022-04-10
4746,F,Ship,3,2,144,high,M,1,5307,0,111,2022-11-29,2022-12-19
4747,D,Ship,3,3,195,medium,F,4,4614,0,251,2022-01-13,2022-02-19
4748,F,Ship,5,5,232,medium,M,6,5139,0,252,2022-09-24,2022-11-02
4749,A,Ship,5,3,199,medium,F,1,5865,0,281,2022-02-15,2022-03-30
4750,B,Ship,5,5,232,low,F,5,5338,0,441,2022-05-04,2022-06-17
4751,C,Ship,5,4,272,low,F,1,5983,1,230,2022-05-30,2022-06-18
4752,F,Ship,2,4,167,medium,M,1,4344,0,498,2022-07-16,2022-07-21
4753,D,Ship,3,4,272,high,F,10,4070,0,40,2022-01-02,2022-01-21
4754,F,Ship,6,2,247,low,M,10,1556,0,464,2022-12-28,2023-02-05
4755,A,Ship,5,5,275,medium,M,9,1215,1,340,2022-05-26,2022-06-11
4756,B,Ship,6,4,291,low,F,8,1131,0,307,2022-06-08,2022-07-02
4757,C,Ship,6,5,265,low,M,7,1404,1,91,2022-07-18,2022-07-20
4758,F,Ship,7,3,250,medium,F,4,1163,1,146,2022-10-07,2022-11-17
4759,D,Ship,7,2,291,low,F,8,1275,0,28,2022-07-04,2022-08-06
4760,F,Ship,6,5,255,low,F,9,1197,0,24,2022-12-18,2023-01-29
4761,A,Ship,6,5,290,medium,M,2,1867,1,12,2022-12-06,2023-01-12
4762,B,Ship,5,5,276,low,M,2,1411,1,216,2022-06-12,2022-06-24
4763,C,Ship,4,1,149,medium,F,8,1136,0,154,2022-09-25,2022-10-14
4764,F,Ship,3,3,201,medium,M,2,4984,0,238,2022-06-12,2022-06-20
4765,D,Ship,3,4,191,medium,M,8,5667,1,356,2022-01-13,2022-02-24
4766,F,Ship,4,4,140,low,F,4,5924,1,133,2022-09-06,2022-09-25
4767,A,Ship,5,4,199,medium,M,2,4902,1,309,2022-09-22,2022-10-31
4768,B,Ship,4,1,194,medium,F,9,5804,0,129,2022-06-07,2022-07-16
4769,C,Road,4,5,273,low,F,9,5724,0,488,2022-09-11,2022-10-08
4770,F,Road,4,4,259,medium,F,8,4672,0,347,2022-09-30,2022-10-14
4771,D,Road,4,5,180,medium,F,1,5088,0,262,2022-05-01,2022-05-05
4772,F,Road,5,4,251,low,F,3,5347,1,217,2022-12-01,2022-12-24
4773,A,Road,5,3,269,low,F,8,4811,0,23,2022-03-11,2022-03-31
4774,B,Road,6,3,274,medium,F,1,4632,0,135,2022-12-26,2022-12-28
4775,C,Road,5,2,250,medium,F,6,5565,0,306,2022-09-24,2022-11-07
4776,F,Road,3,3,265,medium,F,3,5241,0,253,2022-05-12,2022-06-24
4777,D,Road,4,5,169,medium,F,6,4385,0,451,2022-11-14,2022-11-29
4778,F,Road,3,3,211,high,F,4,4354,1,494,2022-07-21,2022-08-09
4779,A,Road,4,1,245,low,M,5,5324,1,271,2022-10-12,2022-11-04
4780,B,Road,4,5,188,low,F,4,4433,0,42,2022-06-16,2022-07-31
4781,C,Road,3,5,244,medium,M,8,5715,1,200,2022-04-26,2022-05-07
4782,F,Road,3,4,233,medium,F,10,4626,0,101,2022-03-26,2022-05-05
4783,D,Road,3,4,144,medium,M,8,5867,1,190,2022-09-05,2022-09-10
4784,F,Road,3,1,221,low,F,7,5320,0,242,2022-01-26,2022-02-22
4785,A,Road,3,5,267,high,M,1,4195,1,392,2022-06-28,2022-07-15
4786,B,Road,3,4,211,high,M,1,5144,0,30,2022-09-15,2022-10-08
4787,C,Road,4,4,205,low,M,6,4254,0,0,2022-08-28,2022-09-14
4788,F,Road,3,2,144,high,F,9,4428,1,231,2022-01-23,2022-03-05
4789,D,Road,3,4,195,medium,F,9,5829,0,308,2022-10-07,2022-10-10
4790,F,Road,5,3,232,medium,M,6,5285,1,52,2022-07-16,2022-08-26
4791,A,Flight,5,1,199,medium,F,8,4140,0,252,2022-12-21,2023-01-01
4792,B,Flight,5,5,232,low,F,3,5718,1,446,2022-03-18,2022-04-24
4793,C,Flight,5,3,272,low,F,4,5112,0,235,2022-01-20,2022-01-28
4794,F,Flight,2,2,167,medium,F,3,5894,1,285,2022-05-25,2022-07-09
4795,D,Flight,3,3,272,high,M,7,5257,1,147,2022-07-05,2022-07-11
4796,F,Flight,6,4,247,low,F,2,1326,0,371,2022-02-05,2022-03-17
4797,A,Flight,5,2,275,medium,F,10,1141,1,182,2022-08-14,2022-09-12
4798,B,Flight,6,5,291,low,M,9,1413,0,101,2022-12-12,2022-12-15
4799,C,Flight,6,1,265,low,F,7,1644,1,353,2022-04-12,2022-05-04
4800,F,Flight,7,2,250,medium,M,9,1327,0,377,2022-02-05,2022-03-12
4801,D,Flight,7,1,291,low,M,2,1216,1,389,2022-10-12,2022-11-04
4802,F,Flight,6,1,255,low,F,2,1385,0,318,2022-09-23,2022-10-08
4803,A,Flight,6,2,290,medium,F,9,1339,0,404,2022-07-06,2022-08-01
4804,B,Flight,6,3,247,medium,F,4,1476,1,321,2022-08-20,2022-09-27
4805,C,Flight,6,2,152,low,F,9,1993,0,190,2022-08-26,2022-09-29
4806,F,Flight,7,5,278,low,F,5,1572,1,277,2022-05-21,2022-06-17
4807,D,Flight,6,1,260,medium,F,2,1131,0,218,2022-02-21,2022-03-18
4808,F,Flight,6,3,254,low,M,6,1335,0,336,2022-10-01,2022-11-15
4809,A,Flight,2,4,151,low,F,6,1803,0,296,2022-02-20,2022-03-03
4810,B,Flight,2,5,198,medium,M,4,1913,1,191,2022-05-11,2022-05-28
4811,C,Flight,6,4,243,low,M,9,1353,1,115,2022-06-19,2022-07-27
4812,F,Flight,6,5,245,low,F,8,1403,0,258,2022-08-08,2022-08-17
4813,D,Ship,6,4,300,low,F,8,1301,1,46,2022-08-13,2022-08-26
4814,F,Ship,6,1,303,medium,F,10,1003,0,91,2022-01-07,2022-01-11
4815,A,Ship,7,3,286,low,F,3,1670,0,446,2022-01-05,2022-02-09
4816,B,Ship,7,2,248,medium,F,1,1163,1,118,2022-08-28,2022-09-28
4817,C,Ship,6,5,244,low,M,9,1789,1,178,2022-12-09,2023-01-15
4818,F,Ship,7,1,290,low,F,9,1885,0,310,2022-08-19,2022-09-26
4819,D,Ship,4,3,260,low,M,10,1832,1,277,2022-04-18,2022-05-20
4820,F,Ship,6,5,310,medium,M,1,1105,1,441,2022-06-15,2022-07-19
4821,A,Ship,6,3,247,low,M,3,1616,1,361,2022-04-12,2022-05-21
4822,B,Ship,6,5,281,low,M,8,1241,1,49,2022-07-26,2022-08-08
4823,C,Ship,6,3,260,medium,M,9,1800,0,206,2022-10-11,2022-10-22
4824,F,Ship,6,1,263,low,F,6,1153,0,235,2022-07-03,2022-07-15
4825,D,Ship,5,1,285,medium,F,10,1428,0,185,2022-11-03,2022-11-16
4826,F,Ship,3,4,269,medium,M,9,5133,1,432,2022-06-12,2022-07-22
4827,A,Ship,2,5,205,low,M,2,5671,0,460,2022-01-31,2022-02-10
4828,B,Ship,3,2,109,low,M,4,5746,0,435,2022-07-24,2022-08-07
4829,C,Ship,5,4,216,low,F,6,4535,0,426,2022-06-27,2022-08-02
4830,F,Ship,3,2,184,medium,F,8,4994,0,43,2022-09-08,2022-10-11
4831,D,Ship,4,4,106,low,M,6,5984,0,255,2022-06-17,2022-06-27
